System_Type,Type,Source,Status,Comment,Jurisdiction,RPC
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Troy,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Ryegate,NVDA
Combined,Combined Sewer Manhole,Stormwater Permit Plan Interpretation,Existing, ,Newport City,NVDA
Combined,Combined Sewer Manhole,Stormwater Permit Plan Interpretation,Existing, ,Newport City,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Newport City,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Newport City,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Newport City,NVDA
Combined,CB tied to Sanitary Sewer,Mapping Grade GPS,Existing, ,Newport City,NVDA
Wastewater,Sanitary Manhole,Data Collected in Field,Existing, ,Newport City,NVDA
Wastewater,Sanitary Manhole,Data Collected in Field,Existing, ,Newport City,NVDA
Wastewater,Sanitary Manhole,Data Collected in Field,Existing, ,Newport City,NVDA
Combined,Known CSO Outfalls,Municipality Member Knowledge,Existing,"Western Avenue Herrick Street, closed",Newport City,NVDA
Combined,Known CSO Outfalls,,Existing,"Union Street Pump Station, open",Newport City,NVDA
Combined,Known CSO Outfalls,,Existing,"Spring Street Siphon, closed",Newport City,NVDA
Combined,Known CSO Outfalls,,Existing,"Clyde Street, closed",Newport City,NVDA
Combined,Known CSO Outfalls,,Existing,"Bayview Street Fyfe Drive, open",Newport City,NVDA
Combined,Known CSO Outfalls,,Existing,"Lake Road Pump Station, open",Newport City,NVDA
Combined,Known CSO Outfalls,Town Plan Interpretation,Existing,"Causeway Siphon, open",Newport City,NVDA
Combined,Known CSO Outfalls,Town Plan Interpretation,Existing,"Bluff Road Pump Station, open",Newport City,NVDA
Combined,Known CSO Outfalls,Town Plan Interpretation,Existing,"Western Avenue, open",Newport City,NVDA
Wastewater,Sanitary Manhole,Mapping Grade GPS,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Mapping Grade GPS,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Mapping Grade GPS,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lyndon,NVDA
Combined,Known CSO Outfalls,Mapping Grade GPS,Abandoned, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Mapping Grade GPS,Abandoned, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Contractor GIS/GPS,Abandoned, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Contractor GIS/GPS,Abandoned, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
